topic,hashtag,tweet_id,image_path,sample_path,body_text,image_text,text_with_OCR
Vaccine,CoronavirusVaccine,1294542323922153478,./data_Vaccine/CoronavirusVaccine/tweets3/EfcjYXaWoAAsomK.jpg,./annotation_data/Vaccine/EfcjYXaWoAAsomK.jpg,"▪️What you need to know about Coronavirus!

👉🏻Find out more:
🌐https://t.co/yGynjmdeAL

#Beautiful #beautytips #beautytipjar #COVIDー19 #CoronavirusVaccine #coronavirus #bbnaijalockdown2020 https://t.co/oR13AJuECp",,What You Need to Know About Sneezing Close personal contact TA Touching an object then touching your mouth nose UP Fever Cough Shortness of Breath the Severe Illness
Immigration,cdnpoli,1297880755339657219,./data_Immigration/cdnpoli/tweets4/EgL95GpWAAEiIUU.jpg,./annotation_data/Immigration/EgL95GpWAAEiIUU.jpg,"Are you looking for someone who can create State of the Art, Astonising, Stunning Website for your Business feel free to contact me.
https://t.co/30wasURLHU
#elementor #MondayMotivation #JaredIsEvil #mondaythoughts #MondayVibes #qanda #aflpiesroos #4corners #mediawatch #cdnpoli https://t.co/F5wW2s1tcI",,ME PRO Responsive Landing
Vaccine,VaccinesWork,1292845663311425536,./data_Vaccine/VaccinesWork/tweets2/EeR8qNPXYAEXvW6.png,./annotation_data/Vaccine/EeR8qNPXYAEXvW6.png,"Vaccines are safe for you and your family, and they are effective at preventing diseases, such as pertussis and measles. #VaccinesWork #NationalImmunizationAwarenessMonth #IVax2Protect https://t.co/4maA0AnZjD",,are safe and effective NA serious Awareness Month
AsianHate,wuhanvirus,1290040459125854209,./data_AsianHate/wuhanvirus/tweets1/Eeck9RTWsAcwLmW.jpg,,"@Ktsimmi @TCA63 @WCVB That’s what matters! Not asymptomatic cases! 🙄 It’s quite elementary that DEATHS &amp; HOSPITALIZATIONS matter! Only 406 of 7M residents hospitalized NOW. #WuhanVirus All-time low was last week @ 347! It’s simple math, FFS! 🙄🦠😷 https://t.co/IVWwLLUrz8",,ra Se
Political,trumpvirus,1297221629421006849,./data_Political/trumpvirus/tweets4/EgCoMmMXkAIQq8e.jpg,,@realDonaldTrump Weird. Last I heard...you’re the occupier blackmailing governors with taxpayer money. You’re the reason #TrumpVirus death toll is climbing to insane numbers. YOU. Trump is still recruiting. DON’T SiGN UP. https://t.co/fs7fzQlR61,,TO DIE for our ECONOMY OPEN TODAY
Vaccine,CoronavirusVaccine,1295364772632735746,./data_Vaccine/CoronavirusVaccine/tweets3/EfoPYeaWkAMaOMj.jpg,./annotation_data/Vaccine/EfoPYeaWkAMaOMj.jpg,"Whole world after month of corona vaccine 
#CoronaUpdatesInIndia #CoronavirusVaccine https://t.co/TdDlAEjhFk",,Or Per Ce wert eel
AsianHate,CCPVirus,1292485594073796614,./data_AsianHate/CCPVirus/tweets2/Ee_Uy4mUMAAyvRd.jpg,,"@PostWorld Thank you 🙏🏻 for standing with Hong Kong, we have youngers missing and people arrested by secret police everyday. #CCP_is_terrorist #CCPVirus  #MayGloryToBeHongKong #StandWithHongKong #FightForFreedom https://t.co/PEjd1t2CBh",,eR ae CHENG Hall ey ra We ES rie ea Ca Pave ne te eer wy ey it Tee
Mask,facemask,1292680745421434881,./data_Mask/facemask/tweets2/EfCGQdhUEAEG2wt.jpg,,"10Aug2020: When I saw this photo showing mandatory use of FaceMask in July 2020, #FaceMask &amp; #FaceShield in August, #MedicalUniform w/ #PhysicalProtectiveEquipment #PPE in September, &amp;  #AustronautUniform in October, I laughed. 🤓 #COVID19Pandemic #NewNormal #Travel #Backpacking https://t.co/zN21I7OW8P",,When saw this photo out loud Face Sar en
AsianHate,chinesevirus,1292833700317663232,./data_AsianHate/chinesevirus/tweets2/EfERZBwWoAM4QzU.jpg,,#China and #ChineseVirus are now controlling the world economies and BOTH are out of control... @Swamy39 https://t.co/kXhPcNZE5E,,Maybe thats question you should ask China
AsianHate,wuhanvirus,1296446968835776513,./data_AsianHate/wuhanvirus/tweets3/Ef3npREUMAAQaP9.jpg,,"The Hong Kong gov is paving the wave for mass surveillance! This is worse than national security law.

@realDonaldTrump please sanction against all individuals and insitutions that advocate and implement citywide #WuhanVirus testing in HK.

#MedicalFascism #Covid1984 https://t.co/15P1o8YdC9 https://t.co/K4gkdztpYh",,Calm down Were only doing fascism until we got all your data
Boomer,trumpliesamericansdie,1297525088816975873,./data_Boomer/trumpliesamericansdie/tweets4/EgG8LubXkAEafqR.jpg,,@realDonaldTrump Once again....#TrumpLiesAmericansDie #BidenHarris2020 https://t.co/uoc44XBUTH,,GIVE ME
Boomer,caresact,1293932966264045569,./data_Boomer/caresact/tweets2/EfT5LM3XgAETuQN.jpg,,"Local Minnesotan governments around the state are hustling to spend their share of an $841 million COVID-19 aid package from the federal CARES Act.

To access the article, visit https://t.co/YSeig2YhDV

#SBDC #OneMinnesota #CARESACT https://t.co/00XP2k9clX",,How Local are Spending Their Share of Million in Federal Aid Tae TIT Ra anon eS os
AsianHate,chinesevirus,1298919687154065408,./data_AsianHate/chinesevirus/tweets4/Egawj1xVAAQdXA0.jpg,,"@globaltimesnews #India does not believe dealing with #Galwan traitor n expansionist #China who gave #ChineseVirus #Madein #WuhanLab
#China hacked other NTN knowledge n belives in falsehood
Time for #India 2sever all bilateral relations with #China untill all occupied lands r returned
Jai Hind https://t.co/dDO4tUueNK",,TI wun fin aes on
Vaccine,FireFauci,1291391814998663168,./data_Vaccine/FireFauci/tweets1/EevyAmYWsAEj8cI.jpg,./annotation_data/Vaccine/EevyAmYWsAEj8cI.jpg,"The ‘Rona is widespread, she is right. And people everywhere WANT to work, SEND their kids to school, PRAY in church, WATCH a baseball game, and GO SHOPPING without dealing with #REDTAPE #REGULATIONS. Btw.. #FireFauci and #BanBirx - these 2 doomsayers have overstated the GD risks https://t.co/TUBEC4W56F",,What we are today is different from id read It into ie rural as equal urban So everybody who in rural area you are not immune ca Tat
Vaccine,CoronavirusVaccine,1293442337549373440,./data_Vaccine/CoronavirusVaccine/tweets2/EfM68z0U8AE4hDw.jpg,./annotation_data/Vaccine/EfM68z0U8AE4hDw.jpg,@KremlinRussia_E  Putin taking orders of corona vaccine 😂😂 #RussianVaccine #CoronavirusVaccine #COVID @ashchanchlani #ashishchanchlani #wednesdaymorning https://t.co/Dwxgv6PApq,,wi Ai at As
Political,Trump2020,1291411744934502400,./data_Political/Trump2020/tweets1/EewDftiXoAM9Pya.jpg,,"VOTE @DHarshbargerTN1 in the #TennesseePrimary today! Diana is a licensed pharmacist and ran a successful business for the past thirty years. She's just the conservative we need in congress!

https://t.co/Wp5lutYUiZ

#republicanprimary #maga #trump2020 #tennessee https://t.co/gfaIehM9iL",,mA ae
AsianHate,CCPVirus,1290872154934763521,./data_AsianHate/CCPVirus/tweets1/EeoZYC-UYAA7NKp.jpg,,"@Kate_OKeeffe @robert_spalding #WarRoomPandemic Dr. Li Meng Yan (M.D, PhD):Comparison of protein 3D structure, on the right is the link mechanism of ACE2 receptor and virus-artificial virus microorganism! biochemical weapon! #CCP_is_terrorist #CCPVirus  #virus #weapons https://t.co/Obv7F7c58C",,om ea ie ES Voice velte Or ti Meng Yon TRUMP WITH DIVIDED ELECTORATE PRESIDENT TRUMP WITH THE
Vaccine,CovidHoax,1292959052876611584,./data_Vaccine/CovidHoax/tweets2/EfGDaCNXkAQbN0d.jpg,./annotation_data/Vaccine/EfGDaCNXkAQbN0d.jpg,"Pedophiles Now Control America - No Child is Safe from Medical Kidnapping

Read the full story here: https://t.co/P0r4ZN88HZ

#medicalkidnap #Plandemic #CovidHoax #ChildTrafficking #CPS #PizzaGate https://t.co/mIMiVzn9ur",,aT maple yas Lam Nice Newton Mohr Lower Wood Ne ae me Con Carol Berkowitz
Immigration,americafirst,1292442592081260544,./data_Immigration/americafirst/tweets2/Ee-trwKXsAAZogL.jpg,./annotation_data/Immigration/Ee-trwKXsAAZogL.jpg,@PressSec @realDonaldTrump It's nice to see a politician who's doing what's best for America...#AmericaFirst https://t.co/c6Sguxg0Cz,,CLAP
Political,trumpvirus,1300116495637385217,./data_Political/trumpvirus/tweets5/EgrxDytXsAAGpW9.jpg,,Only flags flying are #TrumpIsis flags. The white domestic terrorist and @realDonaldTrump are what’s wrong in America! Where are the jobs-the healthcare-we are in a depression because of this morons inability to lead! #TrumpRiots #TrumpVirus #TrumpViolence enough #TrumpDeath https://t.co/SvwbV0yA4O https://t.co/i0ceLz5ncp,,
Immigration,liberals,1296581002735652864,./data_Immigration/liberals/tweets3/Ef5hjF8UcAE48ro.jpg,./annotation_data/Immigration/Ef5hjF8UcAE48ro.jpg,Basically... #JoeBiden #JoeBidenKamalaHarris2020 #DemocraticNationalConvention #PEDOGATEISREAL #KamalaHarrisVP #Liberals #Democrats https://t.co/vWQXRcmV8P,,we just want who support free and free college be at oe ay Best is an old retarded Do
AsianHate,chinesevirus,1296375831972007936,./data_AsianHate/chinesevirus/tweets3/Ef2m2LDXgAIcTcc.jpg,,"@qNkqy528TsBZFZw Why you can't say #Nazi's #ConcentrationCamps is beautiful, Beautiful scenery of #Tibet serving #CCPProganda, in reality #CCP's Prison 

#FreeTibet #FreeHK #BoycottMadeInChina #BoycottHuawei #BoycottChineseApps #ChineseVirus #XiJinping #India #59chineseapps #PMModi #IntoTibet2020 https://t.co/gntD6bT2bC",,ae at an io ran ora rea are ar an oes eon Ly al ean North Ge pare he US Freedom aa san bom Ey coo
Political,maga,1292252442944393216,./data_Political/maga/tweets2/Ee6cdKXU8AEawah.jpg,,#uspoli #Putin #Russia DOMINATES djt by @Patbagley https://t.co/mBzvSqxNrA   #uspolitics #bunkerboy 🇺🇸🇺🇸🇺🇸🇺🇸 #maga #kag #PersonWomanManCameraTv #insiders,,oF me TAKING KNEE
Political,Trump2020,1292897669250199552,./data_Political/Trump2020/tweets2/EfFLik1XoAgxBzh.jpg,,"@FSUKXAZ @247Sports No, the democratic radical deep state Governors which are the same ones who dont have control of their cities and who are just wanting a shot as Joe Bidens VP pick are the ones causing all the hysteria. #Trump2020 landslide incoming. https://t.co/3LE31Obvt0",,ad Virus COVID US US MILLION MIL ION Ta PANIC LEVEL PANIC LI ZERO aa Say eA onset TRUE BLAMED Which of these gave Mil grant to
Immigration,refugees,1295266931537215488,./data_Immigration/refugees/tweets3/Efm2ZkdXkAAsjDf.jpg,./annotation_data/Immigration/Efm2ZkdXkAAsjDf.jpg,"#Mondaymotivation

An incredible story of @AlphonsoDavies from unimaginable real life struggles to global reckoning and fame.

Read full story in bio!
#AlphonsoDavies #Liberian #Canadian #bundesliga #focus #football #hardwork #refugees #immigrants 

#Spidercomms get the job done! https://t.co/XHobCAhupm",,From refugee camp to on humble are fuel for the inextinguishable spirit that got him to where he is today to
Political,trumpvirus,1295582822678306816,./data_Political/trumpvirus/tweets3/EfrVr8fWAAAtKsG.jpg,,@ericsslater @weijia Not to mention the distraction from #coronavirus as more Americans die because of his incompetence. #COVID19 #TrumpHasNoPlan #TuesdayMotivation #SaveTheUSPS #VoteBidenHarrisToSaveAmerica #Resist #TrumpVirus #Cult45 #QAnon #FauxNews #OANN https://t.co/Q4dy90JlMv,,Ca No amount of ide FAIL RE
Political,Trump2020,1299080907836489736,./data_Political/Trump2020/tweets4/EgdDM3mUYAA9JQK.jpg,,"Says it all.
#trump2020
#maga
#HidinBiden 
#goodvsevil
#AmericaFirst https://t.co/bYKZGziB5L",,te tae Ni oN an pik ye ie te WIRD ie Se TRUMP
Boomer,trumpliesamericansdie,1292646234625376256,./data_Boomer/trumpliesamericansdie/tweets2/EfBm5RdXgAExVBA.jpg,,@RudyGiuliani Little @RudyGiuliani taking time in the #bunker with #bunkerbitchDonnie to play #RoyCohn games.  #AmericansKnowTheTruth #TrumpIsANationalDisgrace #TrumpLiesAmericansDie #TrumpIsANationalDisgrace #TrumpLiesEverytimeHeSpeaks https://t.co/6Cf7CejxiA,,al
Political,Trump2020,1291423018850439174,./data_Political/Trump2020/tweets1/EewOYxfXsAAIcgK.jpg,,"@NRA The #NYAG is going after your fiances not your #2ndAmendment rights, #Doofus. This is A State issue not Federal so #Trump2020 &amp; #Barr can't help. Wanna scare a rich guy? Just say #Audit. Now maybe needless #GunViolence can stop. #VoteBlue https://t.co/nMOJpUcsmm",,So RED
Mask,facemask,1295287278814732293,./data_Mask/facemask/tweets3/EfnI6iwWsAEJ__S.jpg,,"Low Fade Fohawk.

By Style Director Ram Gore.
At @AKreationsIndia

Contact us on 7208999911 or 8976228999.
Valet parking available.

#LuxurySalon #AkreationsIndia #Safety #Precuations #Covid-19 #Hygiene #FaceMask #ClientSafety #CoronaPrecautions #HaircutforMen #MensGrooming https://t.co/dPIljCfOJ7",,HAIR BEYOND LUXURY SALON Se Wy tad re ae err farce
Mask,maskon,1299060724472389633,./data_Mask/maskon/tweets4/Egcw1YdXcAIAtB1.jpg,,"#covid19zim update as of today
Zimbabwe recorded 10 deaths and 41 new cases
Active cases have gone up to 1093
9 recoveries have been recorded - 
@MoHCCZim
#TheFeedZW #MaskOn https://t.co/gURytsyspQ",,Pee Loci Update August Confirmed Sok Clue Active TE en Bien Ce an
Political,Election2020,1298611212016652289,./data_Political/Election2020/tweets4/EgWYAyAXoAE7x59.jpg,,"@jimiuorio this by far is the funniest thing I’ve seen in a while...
 #MailInVoting #Election2020 #VoteByMail2020 https://t.co/BTtGrVVps3",,ba
Boomer,karen,1297534797275959296,./data_Boomer/karen/tweets4/EgHFBWeXYAA6no4.jpg,,"If you're out, be kind. Don't be a #Karen https://t.co/Yc1MLyi6zE",,Church over ae ae Time to go to some poor food worker
Mask,WearAMask,1292044853996658689,./data_Mask/WearAMask/tweets2/Ee5D8ZtXgAEuqgb.jpg,,Love only having to worry about 20% of my face being visible tbh 🤷🏼‍♀️ #WearAMask https://t.co/ysTriWWQ8I,,Re epee my if
Political,Election2020,1298857440432324609,./data_Political/Election2020/tweets4/EgZ3E88X0AE4nYL.jpg,,"Could #Democrats and the #GOP come together during  #Election2020 to honor #heroes &amp; #martyrs for a free #Cuba?
https://t.co/vNtqFHDmgv
@SenateDems @SenateGOP @HouseGOP @HouseDemocrats  #CubaPorLaVida #CubaLibre https://t.co/GEGiWLQ2oe",,Fore FE oR Aes Ce Brat
AsianHate,wuhanvirus,1297988934056718338,./data_AsianHate/wuhanvirus/tweets4/EgNiDrFXsAQ0PXX.jpg,,"Cargill meat packing plant closure: #COVID19 outbreak among foreign workers tops 500 cases
by #RebelNews - 23 Apr 2020

new epicentre in Western #Canada

6:58

VID https://t.co/AqRBR1fl3w

#CoronaVirus #WuhanVirus  #CCPVirus

qt-covid19-vids-012 by #BorderObserver https://t.co/c5OLFN0Hq1",,THIRD WORLD
Mask,WearAMask,1297757456060178434,./data_Mask/WearAMask/tweets4/EgKPhqqVoAASzbf.jpg,,"@TheSWPrincess @romanticskeptc @IDreamOfHamill @starwars @cwebbonline @DebbieDoesTwitt @DHStokyo @jomareewade @meg_Y12 @AryaKicksButt @Sky_Lee_1 Tired of people who refuse to wear masks?

Share your best mask memes! #MaskUp #WearAMask #MasksOn https://t.co/NevRTvonsF",,
Immigration,cdnpoli,1297741631316062209,./data_Immigration/cdnpoli/tweets4/EgKBImgU8AA3LJS.jpg,./annotation_data/Immigration/EgKBImgU8AA3LJS.jpg,"This seems like something that on-line voting would avoid... right, ⁦@Unelectables⁩ Kirk? Scheer calls for party unity as ballot problems delay leadership results
https://t.co/YXc6EJAGQe #cdnpoli #voteintegrity #ElectionSecurity #CPCLeadership https://t.co/FOyFwWS90x",,ra
Mask,maskssavelives,1291045857769422849,./data_Mask/maskssavelives/tweets1/Eeq3BP2XgAIlZyf.jpg,,"#Todayin #NewJersey #CoronaVirusUpdates #COVID19 #COVID #COVIDー19 

After yesterdays storm: 🤔😰

#MaskUp #MaskUpAmerica #MasksSaveLives https://t.co/tXwdhmlHaS",,al Pit tie New Jersey Total New Bon Total Probable Learn more at
Boomer,trumpliesamericansdie,1293702373869854720,./data_Boomer/trumpliesamericansdie/tweets2/EfQncvDXYAAm_u8.jpg,,"@realDonaldTrump @foxandfriends @MariaBartiromo #Kamala OWNED #Trump with this line! She'll continue to stand up to #RacistTrump and call out his #LiesLiesLies cuz #TruthMatters !!!

160 days to go until adults retake the WH. 
165K Americans dead.

#TrumpLiesAmericansDie 
#TrumpIsANationalDisgrace #BidenHarris2020ToSaveAmerica https://t.co/9smi95nmBC",,Trump the economic expansion in history from and Joe And then like everything else Trump he ran it straight into the ground KAMALA
AsianHate,wuhanvirus,1297536714932715523,./data_AsianHate/wuhanvirus/tweets4/EgHGw2AWkAAVXW2.jpg,,"Dear @JoeBiden &amp; dear @realDonaldTrump - @POTUS in 2020 election - we🇺🇸need the #AmericanDream back for ALL, after we were #PearlHarbored by🇨🇳 #WuhanVirus. Or else #FrenchRevolution’s infamous #guillotine😱😰 - aka lawlessness in Gotham - in our Cities! @NYGovCuomo @NYCMayor 🇺🇸😘 https://t.co/zhtzoGQjd7",,renin re oe el iE ah se it no amy Be te me oe Fa Ge te oe ie rie oe eS te so
Mask,maskup,1294490389798363137,./data_Mask/maskup/tweets3/Efb0JBUXoAAnx4v.jpg,,"We are ready! #MaskUp &amp; #Vote 

#CivilRights | #VotingRights | #protection | #RepresentationMatters #HTownVotes https://t.co/bNnInWjY1G https://t.co/rG70QzyxUz",,pA MODE ON
Mask,facemask,1291354938879217665,./data_Mask/facemask/tweets1/EevQeTSWkAA3cIz.jpg,,Excited to share the latest addition to my #etsy shop: Back off novelty face mask funny face mask cute face mask unisex face mask https://t.co/jvCMQLfwHW #noveltyfacemask #facemask #funnyfacemask #cutefacemask #unisexfacemask #unisexmask #customfacemask #custommask #ma https://t.co/Ws3InhOzz5,,ba Enough To Pac BACK OFF if
Boomer,trumpliesamericansdie,1292951809556873217,./data_Boomer/trumpliesamericansdie/tweets2/EfF8z85X0AggqEf.jpg,,"@atrupar Nope, Secret Service would not just say ""shots fired"" out loud like that. 

Staged distraction #TrumpLiesAmericansDie https://t.co/ZHKatGsnFE",,Yr TRUMP to ye ae
AsianHate,ChinaLiedPeopleDied,1289534818624012293,./data_AsianHate/ChinaLiedPeopleDied/tweets1/EeVZEGsUEAEOW_X.jpg,,@HawleyMO @BytedanceTalk #tiktokban indeed #ChinaLiedPeopleDied #WuhanVirusMadeInChina https://t.co/NWQT2lZ9Ec,,is racist Delete no
AsianHate,ChinaVirus,1296116610571341824,./data_AsianHate/ChinaVirus/tweets3/Efy7L8MWkAIgQWE.jpg,,"Wow, #KAG! Like the #ChinaVirus , #MAGA hats are made in CHINA. 
#JoeBiden hats are made in the USA🇺🇸! 
Who is REALLY Keeping America Great? Somebody who talks smack to American workers — or somebody who EMPLOYS American workers? #labor #jobs #Biden #BidenHarris2020ToSaveAmerica https://t.co/QudaXhxQ51",,we
Political,Trump2020,1289609533128491009,./data_Political/Trump2020/tweets1/EeWdBXYX0AML5sb.png,,"@PastorDScott @realDonaldTrump Vote #Trump2020 and Save Christianity!!!
APPLAUDED TRUMP HOLDING UP THE BIBLE &amp; SHOWING
STRENGTH FOR THE CHURCH. OUR CHURCH. https://t.co/5QIdPaKATk",,
Boomer,trumpliesamericansdie,1296121126494466048,./data_Boomer/trumpliesamericansdie/tweets3/Efy_SziUEAA2O2W.jpg,,@realDonaldTrump This is your brand. Hatred. Divisiveness. Cheating. Lying. Racism. Misogyny. And did I mention hatred???? #AmericaOrTrump #TrumpLiesAmericansDie #TrumpIsANationalDisgrace https://t.co/TQw9eLt2oj,,HATRED AGA re ae RED HAT
